id,question,answer,category,tags,alt_questions,img_keys,entity_type
gussi_bastar_200sl_c_h_ng_h_nhi_chunk_02,Gussi Bastar 200SL dùng để trừ loại cỏ nào và có đặc điểm gì nổi bật?,"Gussi Bastar 200SL dùng để trừ các loại cỏ dại lá rộng và lá hẹp khác nhau, bao gồm cả những loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Thuốc có đặc điểm diệt cỏ không chọn lọc, phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ chết hoàn toàn.",product_profile,gussi_bastar_200sl|tru_co|co_khang_glyphosate|co_man_trau|co_tranh,Gussi Bastar 200SL trừ được loại cỏ nào? | Thuốc có diệt được cỏ kháng Glyphosate không? | Đặc điểm nổi bật của Gussi Bastar 200SL là gì?,,product
gussi_bastar_200sl_c_h_ng_h_nhi_qa_01,Gussi Bastar 200SL nên được sử dụng như thế nào để đạt hiệu quả tốt nhất?,"Gussi Bastar 200SL nên được phun ướt đẫm từ gốc đến ngọn của cây cỏ cần diệt. Sau khi phun, khoảng 3 ngày lá cỏ sẽ bắt đầu vàng và sau 6-7 ngày cỏ sẽ chết hoàn toàn. Nên tuân thủ liều lượng và cách phun để đạt hiệu quả tối ưu.",product_usage,gussi_bastar_200sl|cach_dung|lieu_luong|phun_uot_dam,Cách sử dụng Gussi Bastar 200SL hiệu quả? | Liều lượng phun Gussi Bastar 200SL là bao nhiêu? | Làm sao để thuốc phát huy tác dụng tốt nhất?,,product
gussi_bastar_200sl_c_h_ng_h_nhi_qa_02,Có lưu ý gì khi sử dụng Gussi Bastar 200SL để tránh ảnh hưởng đến cây trồng?,Gussi Bastar 200SL là thuốc trừ cỏ không chọn lọc nên không được phun lên cây trồng vì có thể gây hại. Cần phun chính xác lên vùng cỏ dại cần diệt và tránh phun thuốc khi có gió mạnh để hạn chế thuốc bay sang cây trồng khác.,product_usage,gussi_bastar_200sl|luu_y|an_toan|khong_phun_len_cay_trong,Những lưu ý khi dùng Gussi Bastar 200SL? | Có được phun thuốc lên cây trồng không? | Làm sao để tránh thuốc ảnh hưởng đến cây trồng?,,product
gussi_bastar_200sl_c_h_ng_h_nhi_qa_03,Gussi Bastar 200SL có thể diệt được những loại cỏ khó trị nào?,"Gussi Bastar 200SL có khả năng diệt các loại cỏ khó trị như cỏ mần trầu, cỏ tranh và các loại cỏ đã kháng Glyphosate. Thuốc giúp kiểm soát hiệu quả các loại cỏ dại lá rộng và lá hẹp khác nhau.",product_usage,gussi_bastar_200sl|co_kho_tri|co_man_trau|co_tranh|co_khang_glyphosate,Gussi Bastar 200SL diệt được cỏ nào khó trị? | Thuốc có hiệu quả với cỏ mần trầu và cỏ tranh không? | Có diệt được cỏ kháng Glyphosate không?,,product
kenbast_15sl_tr_u_r_ng_m_i_chunk_01,Sản phẩm Kenbast 15SL (Trâu Rừng Mới) là thuốc gì và có công dụng ra sao?,"Kenbast 15SL (Trâu Rừng Mới) là thuốc trừ cỏ không chọn lọc chứa hoạt chất Glufosinate amonium 150g/l. Sản phẩm được đóng gói với các quy cách 450ml, 800ml, 900ml và 4.5l. Thuốc có tác dụng nội hấp, cháy chậm, diệt trừ các loại cỏ dại lá rộng và lá hẹp, bao gồm cả cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Khi phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá bắt đầu vàng và 6-7 ngày sau cỏ sẽ chết hoàn toàn. Đây là thuốc diệt cỏ không chọn lọc hiệu quả cao.",product_profile,kenbast_15sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh,Kenbast 15SL là thuốc gì? | Công dụng của Kenbast 15SL như thế nào? | Kenbast 15SL dùng để trừ loại cỏ nào? | Thuốc Kenbast 15SL có đặc điểm gì nổi bật?,sheet-sp_Page_0353_Image_0001|sheet-sp_Page_0701_Image_0001,product
kenbast_15sl_tr_u_r_ng_m_i_chunk_02,Kenbast 15SL (Trâu Rừng Mới) được sử dụng như thế nào để diệt cỏ hiệu quả?,"Để sử dụng Kenbast 15SL hiệu quả, phun thuốc ướt đẫm toàn bộ cây cỏ từ gốc đến ngọn. Thuốc có tác dụng nội hấp và cháy chậm, sau khi phun 3 ngày lá cỏ bắt đầu vàng và 6-7 ngày sau cỏ sẽ chết hoàn toàn. Thuốc thích hợp để diệt các loại cỏ dại khó trị, kể cả cỏ đã kháng Glyphosate như cỏ mần trầu và cỏ tranh.",product_profile,kenbast_15sl|huong_dan_su_dung|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh,Cách dùng Kenbast 15SL để diệt cỏ? | Liều lượng và cách phun Kenbast 15SL? | Kenbast 15SL có diệt được cỏ kháng Glyphosate không?,sheet-sp_Page_0353_Image_0001|sheet-sp_Page_0701_Image_0001,product
kenbast_15sl_tr_u_r_ng_m_i_qa_01,Kenbast 15SL có hoạt chất gì và nồng độ bao nhiêu?,"Kenbast 15SL chứa hoạt chất Glufosinate amonium với nồng độ 150g/l, là thuốc trừ cỏ không chọn lọc có tác dụng nội hấp và cháy chậm.",product_usage,kenbast_15sl|glufosinate_ammonium|thuoc_co,Kenbast 15SL chứa hoạt chất gì? | Nồng độ hoạt chất trong Kenbast 15SL là bao nhiêu?,sheet-sp_Page_0353_Image_0001|sheet-sp_Page_0701_Image_0001,product
kenbast_15sl_tr_u_r_ng_m_i_qa_02,Kenbast 15SL có thể trừ được những loại cỏ nào?,"Kenbast 15SL có khả năng diệt trừ các loại cỏ dại lá rộng và lá hẹp, đặc biệt hiệu quả với các loại cỏ khó trị như cỏ mần trầu, cỏ tranh và cả các loại cỏ đã kháng Glyphosate.",product_usage,kenbast_15sl|co_man_trau|co_tranh|co_khang_glyphosate|thuoc_co,Kenbast 15SL trừ được loại cỏ nào? | Thuốc có diệt được cỏ mần trầu và cỏ tranh không?,,product
kenbast_15sl_tr_u_r_ng_m_i_qa_03,Có lưu ý gì khi sử dụng Kenbast 15SL để trừ cỏ?,"Khi sử dụng Kenbast 15SL cần phun ướt đẫm từ gốc đến ngọn để thuốc phát huy hiệu quả tối đa. Thuốc có tác dụng nội hấp và cháy chậm, do đó cần kiên nhẫn chờ từ 3 đến 7 ngày để cỏ chết hoàn toàn. Không phun thuốc lên cây trồng vì đây là thuốc trừ cỏ không chọn lọc.",product_usage,kenbast_15sl|luu_y|thuoc_co|phun_uot_dam|khong_phun_len_cay_trong,Những lưu ý khi dùng Kenbast 15SL? | Có cần phun ướt đẫm khi dùng Kenbast 15SL không? | Kenbast 15SL có thể phun lên cây trồng không?,,product
kenbast_15sl_v_t_xanh_chunk_01,Kenbast 15SL (Vẹt xanh) là thuốc gì và có công dụng ra sao?,"Kenbast 15SL (Vẹt xanh) là thuốc bảo vệ thực vật chứa hoạt chất Glufosinate amonium với nồng độ 150g/l, được đóng gói dạng chai 800ml hoặc 900ml. Thuốc có tác dụng trừ cỏ không chọn lọc, nội hấp, cháy chậm, hiệu quả trên nhiều loại cỏ dại lá rộng và lá hẹp, kể cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Khi phun thuốc ướt đẫm từ gốc đến ngọn, sau 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ sẽ chết hoàn toàn.",product_profile,kenbast_15sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh,Kenbast 15SL dùng để làm gì? | Thuốc Kenbast 15SL có thành phần gì? | Kenbast 15SL diệt được loại cỏ nào? | Thuốc Kenbast 15SL có bán với quy cách nào?,sheet-sp_Page_0701_Image_0002|sheet-sp_Page_0353_Image_0002,product
kenbast_15sl_v_t_xanh_qa_01,Kenbast 15SL dùng để trừ loại cỏ nào?,"Kenbast 15SL dùng để trừ các loại cỏ dại không chọn lọc, bao gồm cả cỏ lá rộng và lá hẹp, đặc biệt hiệu quả với các loại cỏ khó trị và đã kháng Glyphosate như cỏ mần trầu, cỏ tranh.",product_usage,kenbast_15sl|co_khang_glyphosate|co_man_trau|co_tranh|thuoc_co,Kenbast 15SL có trừ được cỏ mần trầu không? | Thuốc Kenbast 15SL có diệt được cỏ tranh không? | Kenbast 15SL có hiệu quả với cỏ kháng Glyphosate không?,,product
kenbast_15sl_v_t_xanh_qa_02,Cách sử dụng và liều lượng phun Kenbast 15SL như thế nào?,"Kenbast 15SL được phun ướt đẫm từ gốc đến ngọn của cỏ dại. Sau khi phun, khoảng 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ sẽ chết hoàn toàn. Liều lượng cụ thể tùy theo hướng dẫn trên bao bì sản phẩm hoặc theo khuyến cáo của nhà sản xuất.",product_usage,kenbast_15sl|huong_dan_su_dung|lieu_luong|thuoc_co,Cách phun Kenbast 15SL như thế nào? | Liều lượng phun Kenbast 15SL ra sao? | Bao lâu sau khi phun Kenbast 15SL cỏ chết?,,product
kenbast_15sl_v_t_xanh_qa_03,Có lưu ý gì khi sử dụng Kenbast 15SL không?,"Kenbast 15SL là thuốc trừ cỏ không chọn lọc nên cần tránh phun lên cây trồng mong muốn để không gây hại. Thuốc có tác dụng nội hấp và cháy chậm, do đó cần phun đều ướt đẫm từ gốc đến ngọn cỏ để đạt hiệu quả tốt nhất. Không sử dụng thuốc ngoài hướng dẫn để tránh ảnh hưởng đến cây trồng và môi trường.",product_usage,kenbast_15sl|luu_y|thuoc_co|phun_dung_cach|bao_ve_cay_trong,Những lưu ý khi dùng Kenbast 15SL là gì? | Có cần tránh phun Kenbast 15SL lên cây trồng không? | Kenbast 15SL có độc hại cho cây trồng không?,,product
kenbast_15sl_khai_hoang_q10_chunk_01,Kenbast 15SL (Khai hoang Q10) là thuốc gì và có công dụng ra sao?,"Kenbast 15SL (Khai hoang Q10) là thuốc trừ cỏ không chọn lọc chứa hoạt chất Glufosinate amonium 150g/l. Sản phẩm được đóng gói dưới dạng Q10 900ml và 4.5l. Thuốc có tác dụng nội hấp, cháy chậm, diệt trừ các loại cỏ dại lá rộng và lá hẹp, bao gồm cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Khi phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ sẽ chết hoàn toàn. Đây là thuốc diệt cỏ không chọn lọc hiệu quả cho nhiều loại cỏ khó trị.",product_profile,kenbast_15sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh,Kenbast 15SL dùng để làm gì? | Thuốc Kenbast 15SL có công dụng gì? | Kenbast 15SL trị loại cỏ nào? | Thuốc Kenbast 15SL có đặc điểm gì nổi bật?,sheet-sp_Page_0354_Image_0001|sheet-sp_Page_0702_Image_0001,product
kenbast_15sl_khai_hoang_q10_chunk_02,Kenbast 15SL (Khai hoang Q10) dùng cho cây trồng hay đối tượng nào?,"Kenbast 15SL là thuốc trừ cỏ không chọn lọc, dùng để diệt các loại cỏ dại trên nhiều loại cây trồng hoặc đất trống cần làm sạch cỏ. Thuốc không phân biệt loại cỏ, có thể diệt cả cỏ lá rộng và lá hẹp, kể cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Thuốc phù hợp để sử dụng trước khi gieo trồng hoặc trên đất trống để làm sạch cỏ.",product_profile,thuoc_co|co_khang_glyphosate|co_la_rong|co_la_hep|dat_trong|lam_sach_co,Kenbast 15SL dùng cho cây gì? | Thuốc Kenbast 15SL có dùng được trên đất trống không? | Kenbast 15SL có diệt được cỏ nào?,,product
kenbast_15sl_khai_hoang_q10_qa_01,Liều lượng và cách dùng Kenbast 15SL như thế nào để đạt hiệu quả tốt?,"Kenbast 15SL được sử dụng bằng cách phun ướt đẫm từ gốc đến ngọn các loại cỏ cần diệt. Sau khi phun, lá cỏ sẽ bắt đầu vàng sau khoảng 3 ngày và cỏ chết hoàn toàn sau 6-7 ngày. Liều lượng cụ thể tùy thuộc vào hướng dẫn trên bao bì sản phẩm và tình trạng cỏ dại, tuy nhiên cần đảm bảo phun đủ lượng thuốc để phủ đều bề mặt cỏ nhằm đạt hiệu quả tối ưu.",product_usage,kenbast_15sl|cach_dung|lieu_luong|phun_uot_dam|thuoc_co,Kenbast 15SL dùng như thế nào? | Liều lượng phun Kenbast 15SL ra sao? | Cách phun Kenbast 15SL để diệt cỏ hiệu quả?,,product
kenbast_15sl_khai_hoang_q10_qa_02,Có những lưu ý quan trọng nào khi sử dụng Kenbast 15SL?,"Khi sử dụng Kenbast 15SL cần lưu ý đây là thuốc trừ cỏ không chọn lọc nên không được phun lên cây trồng mong muốn vì sẽ gây chết cây. Thuốc có tác dụng nội hấp và cháy chậm, do đó cần phun đều và đủ lượng để đảm bảo hiệu quả. Tránh phun khi trời mưa hoặc có gió mạnh để thuốc không bị trôi hoặc bay sang cây khác. Ngoài ra, cần tuân thủ các quy định về bảo hộ lao động khi sử dụng thuốc để đảm bảo an toàn cho người phun và môi trường.",product_usage,kenbast_15sl|luu_y|bao_ho_lao_dong|thuoc_khong_chon_loc|phun_dung_cach,Lưu ý khi dùng Kenbast 15SL là gì? | Có cần bảo hộ khi phun Kenbast 15SL không? | Kenbast 15SL có thể phun lên cây trồng không?,,product
kenbast_15sl_khai_hoang_q10_qa_03,Kenbast 15SL có diệt được cỏ kháng Glyphosate không?,"Kenbast 15SL chứa Glufosinate amonium 150g/l có khả năng diệt trừ các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh rất hiệu quả. Đây là ưu điểm nổi bật của sản phẩm giúp xử lý các loại cỏ khó trị mà thuốc khác không kiểm soát được.",product_usage,kenbast_15sl|co_khang_glyphosate|glufosinate_ammonium|thuoc_co|co_man_trau|co_tranh,Kenbast 15SL có trị được cỏ kháng Glyphosate không? | Thuốc Kenbast 15SL có diệt cỏ mần trầu không? | Kenbast 15SL có hiệu quả với cỏ tranh không?,,product
kenbast_15sl_tir_u_eni_150_chunk_01,Kenbast 15SL (Trâu đen 150) là thuốc gì và công dụng ra sao?,"Kenbast 15SL (Tirâu đeni 150) là thuốc trừ cỏ không chọn lọc chứa hoạt chất Glufosinate amonium với nồng độ 150g/l. Sản phẩm được đóng gói với quy cách 800ml hoặc 900ml. Thuốc có tác dụng nội hấp, cháy chậm, diệt trừ các loại cỏ dại lá rộng và lá hẹp, kể cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Khi phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá bắt đầu vàng và sau 6-7 ngày cỏ sẽ chết hoàn toàn. Đây là thuốc diệt cỏ không chọn lọc hiệu quả cao.",product_profile,kenbast_15sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh,Kenbast 15SL dùng để làm gì? | Thuốc Kenbast 15SL có thành phần gì? | Kenbast 15SL có tác dụng trên loại cỏ nào? | Quy cách đóng gói của Kenbast 15SL là gì?,sheet-sp_Page_0703_Image_0003|sheet-sp_Page_0268_Image_0001,product
kenbast_15sl_tir_u_eni_150_chunk_02,Kenbast 15SL có đặc điểm gì nổi bật và cách sử dụng như thế nào?,"Kenbast 15SL nổi bật với khả năng diệt cỏ không chọn lọc, hiệu quả trên nhiều loại cỏ khó trị và cỏ đã kháng Glyphosate. Cách dùng là phun thuốc ướt đẫm từ gốc đến ngọn cây cỏ cần diệt. Sau khi phun, lá cỏ sẽ vàng sau 3 ngày và chết hoàn toàn sau 6-7 ngày. Thuốc thích hợp dùng để kiểm soát cỏ dại trong các vùng trống hoặc trước khi gieo trồng, không phun trực tiếp lên cây trồng vì thuốc không chọn lọc.",product_profile,thuoc_co|diệt_co_khong_chon_loc|glufosinate_ammonium|co_kho_tri|co_khang_glyphosate,Cách dùng Kenbast 15SL như thế nào? | Kenbast 15SL có đặc điểm gì? | Có thể phun Kenbast 15SL lên cây trồng không? | Thuốc Kenbast 15SL có hiệu quả trên loại cỏ nào?,,product
kenbast_15sl_tir_u_eni_150_qa_01,Kenbast 15SL dùng để trừ loại cỏ nào?,"Kenbast 15SL dùng để trừ các loại cỏ dại lá rộng và lá hẹp, bao gồm cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu và cỏ tranh. Thuốc có tác dụng nội hấp và cháy chậm, giúp diệt trừ hiệu quả các loại cỏ khó trị.",product_usage,kenbast_15sl|co_man_trau|co_tranh|co_khang_glyphosate|thuoc_co,Kenbast 15SL trừ cỏ gì? | Thuốc Kenbast 15SL có tác dụng trên cỏ mần trầu không? | Kenbast 15SL có diệt được cỏ tranh không?,,product
kenbast_15sl_tir_u_eni_150_qa_02,Liều lượng và cách phun Kenbast 15SL như thế nào?,"Kenbast 15SL được sử dụng bằng cách phun ướt đẫm từ gốc đến ngọn cây cỏ cần diệt. Sau khi phun, lá cỏ sẽ vàng sau 3 ngày và chết hoàn toàn sau 6-7 ngày. Liều lượng cụ thể tùy thuộc vào hướng dẫn trên bao bì sản phẩm hoặc theo khuyến cáo của nhà sản xuất.",product_usage,kenbast_15sl|cach_dung|lieu_luong|thuoc_co,Cách phun Kenbast 15SL ra sao? | Liều lượng dùng Kenbast 15SL là bao nhiêu? | Kenbast 15SL phun như thế nào để đạt hiệu quả tốt?,,product
kenbast_15sl_tir_u_eni_150_qa_03,Có lưu ý gì khi sử dụng Kenbast 15SL?,"Khi sử dụng Kenbast 15SL cần lưu ý không phun trực tiếp lên cây trồng vì thuốc là thuốc trừ cỏ không chọn lọc, có thể gây hại cho cây trồng. Nên phun thuốc khi cỏ còn nhỏ và đảm bảo phun ướt đẫm từ gốc đến ngọn để đạt hiệu quả tốt nhất. Tránh phun trong điều kiện gió mạnh hoặc mưa để hạn chế thuốc bị trôi hoặc bay hơi.",product_usage,kenbast_15sl|luu_y|an_toan|thuoc_co|khong_phun_len_cay_trong,Lưu ý khi dùng Kenbast 15SL là gì? | Có được phun Kenbast 15SL lên cây trồng không? | Khi nào không nên phun Kenbast 15SL?,,product
