row_index,id,issue_type,severity,detail
16,plant_disease_impact_chunk_03__000016,TAG_HAS_SPACE,MED,"tags có token chứa space: ['dịch bệnh', 'kinh tế', 'xã hội', 'thiệt hại', 'nông dân']"
17,plant_disease_management_chunk_01__000017,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bộ nông nghiệp', 'phòng trừ bệnh', 'mạng lưới', 'chẩn đoán', 'cán bộ bảo vệ thực vật']"
18,plant_disease_management_chunk_02__000018,TAG_HAS_SPACE,MED,"tags có token chứa space: ['chẩn đoán', 'bệnh cây', 'phòng thí nghiệm', 'kính hiển vi', 'phân lập', 'kỹ thuật phân tử']"
19,plant_disease_management_chunk_03__000019,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng thí nghiệm', 'bệnh nấm', 'chẩn đoán', 'cấp tỉnh', 'an ninh sinh học', 'cơ sở dữ liệu']"
20,plant_disease_management_chunk_04__000020,TAG_HAS_SPACE,MED,"tags có token chứa space: ['chẩn đoán', 'bệnh nấm', 'phân lập', 'kính hiển vi', 'kỹ thuật phân tử', 'thu thập mẫu']"
21,plant_disease_management_chunk_05__000021,TAG_HAS_SPACE,MED,"tags có token chứa space: ['quản lý thông tin', 'chẩn đoán', 'cơ sở dữ liệu', 'an ninh sinh học', 'xuất khẩu']"
22,plant_disease_training_chunk_01__000022,TAG_HAS_SPACE,MED,"tags có token chứa space: ['tập huấn', 'chẩn đoán', 'kỹ năng', 'bệnh cây', 'nấm', 'vi khuẩn', 'vi rút']"
23,plant_disease_taxonomy_chunk_01__000023,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nấm', 'phân loại', 'nấm thực', 'nấm trứng', 'nấm mốc', 'kiến thức']"
24,plant_health_overview_chunk_01__000024,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh cây', 'năng suất', 'yếu tố ảnh hưởng', 'sâu hại', 'cỏ dại', 'thuốc trừ sâu']"
25,plant_health_overview_chunk_02__000025,TAG_HAS_SPACE,MED,"tags có token chứa space: ['hợp tác', 'nông dân', 'cán bộ bảo vệ thực vật', 'chẩn đoán bệnh', 'phòng trừ bệnh']"
26,plant_health_overview_chunk_03__000026,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cẩm nang', 'sức khỏe thực vật', 'chẩn đoán bệnh', 'phòng thí nghiệm', 'quản lý bệnh', 'nấm gây bệnh']"
27,plant_health_overview_qa_01__000027,TAG_HAS_SPACE,MED,"tags có token chứa space: ['yếu tố ảnh hưởng', 'sâu hại', 'cỏ dại', 'thuốc trừ sâu', 'khí hậu', 'đất trồng']"
28,plant_health_overview_qa_02__000028,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phối hợp', 'nông dân', 'cán bộ bảo vệ thực vật', 'chẩn đoán bệnh', 'phòng trừ bệnh']"
29,plant_health_overview_qa_03__000029,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cẩm nang', 'quy trình chẩn đoán', 'an toàn', 'phòng thí nghiệm', 'quản lý bệnh', 'phương pháp lây bệnh']"
30,plant_health_chunk_01__000030,TAG_HAS_SPACE,MED,"tags có token chứa space: ['sức khỏe thực vật', 'năng suất cây trồng', 'thu nhập nông dân', 'quản lý cây trồng']"
31,plant_health_chunk_02__000031,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nhiều nhân tố', 'sâu hại', 'cỏ dại', 'dinh dưỡng', 'đất', 'môi sinh']"
32,plant_health_chunk_03__000032,TAG_HAS_SPACE,MED,"tags có token chứa space: ['ghi chép', 'chẩn đoán bệnh', 'lịch sử ruộng', 'quản lý cây trồng']"
33,plant_health_chunk_04__000033,TAG_HAS_SPACE,MED,"tags có token chứa space: ['khí hậu', 'bệnh cây', 'stress cây trồng', 'đất', 'ngập nước', 'thoát nước kém']"
34,disease_idm_chunk_01__000034,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cỏ dại', 'ký chủ phụ', 'sâu hại', 'bệnh cây', 'cạnh tranh dinh dưỡng', 'stress cây trồng']"
35,disease_idm_chunk_02__000035,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng trừ cỏ dại', 'IDM', 'quản lý bệnh', 'ký chủ phụ', 'cạnh tranh tài nguyên']"
36,disease_idm_qa_01__000036,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thời điểm phòng trừ', 'cỏ dại', 'bệnh cây', 'ký chủ phụ', 'quản lý dịch hại']"
37,disease_idm_qa_02__000037,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng trừ cỏ dại', 'lưu ý', 'an toàn', 'quản lý tổng hợp', 'thuốc diệt cỏ']"
38,disease_idm_qa_03__000038,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cơ chế', 'cỏ dại', 'bệnh cây', 'ký chủ phụ', 'sức khỏe cây trồng']"
39,disease_disease_qa_01__000039,TAG_HAS_SPACE,MED,"tags có token chứa space: ['sâu hại', 'bệnh lá', 'bọ trĩ', 'rụi trắng', 'vectơ truyền bệnh']"
40,disease_disease_qa_02__000040,TAG_HAS_SPACE,MED,"tags có token chứa space: ['sâu đục thân', 'sùng ăn rễ', 'héo cây', 'bệnh thối rễ', 'tắc bó mạch']"
41,disease_disease_chunk_01__000041,TAG_HAS_SPACE,MED,"tags có token chứa space: ['triệu chứng sâu hại', 'vàng lá', 'đốm lá', 'rụng lá', 'bệnh lá']"
42,disease_disease_chunk_02__000042,TAG_HAS_SPACE,MED,"tags có token chứa space: ['vectơ truyền bệnh', 'virus', 'vi khuẩn', 'sâu hại', 'bệnh cây']"
43,plant_protection_damage_chunk_01__000043,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thuốc bảo vệ thực vật', 'cháy lá', 'đốm lá', 'tổn thương lá', 'stress cây']"
44,plant_protection_damage_chunk_02__000044,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nhầm lẫn triệu chứng', 'nấm', 'vi khuẩn', 'cháy lá', 'đốm lá']"
45,plant_protection_damage_qa_01__000045,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thuốc trừ cỏ', 'stress cây', 'tác động thuốc', 'sức đề kháng cây']"
46,plant_protection_damage_qa_02__000046,TAG_HAS_SPACE,MED,"tags có token chứa space: ['liều lượng thuốc', 'thời điểm phun', 'an toàn thuốc', 'phòng bệnh', 'stress cây']"
47,nutrition_deficiency_chunk_01__000047,TAG_HAS_SPACE,MED,"tags có token chứa space: ['dinh dưỡng', 'thiếu hụt', 'phát triển cây', 'rễ', 'cây còi cọc']"
48,nutrition_deficiency_chunk_02__000048,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh thối rễ', 'thiếu khoáng', 'vàng lá', 'nhầm lẫn triệu chứng', 'đạm']"
49,nutrition_deficiency_qa_01__000049,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Thiếu đạm', 'Vàng lá', 'Cơ chế dinh dưỡng', 'Bệnh rễ']"
50,nutrition_deficiency_qa_02__000050,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Dinh dưỡng cây trồng', 'Kháng bệnh', 'Thiếu khoáng', 'Độc tố đất', 'Sức đề kháng cây']"
51,disease_damage_chunk_01__000051,TAG_HAS_SPACE,MED,"tags có token chứa space: ['sùng trắng', 'rễ ngô', 'sâu hại', 'héo cây', 'phòng trừ sâu']"
52,disease_damage_chunk_02__000052,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nhện chích hút', 'lá đồng thau', 'hại lá', 'phòng trừ nhện', 'dịch tế bào']"
53,disease_damage_chunk_03__000053,TAG_HAS_SPACE,MED,"tags có token chứa space: ['rệp', 'chích hút', 'hại cây', 'truyền bệnh', 'phòng trừ rệp']"
54,nutrient_deficiency_chunk_01__000054,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thiếu canxi', 'cà chua', 'thối cuống quả', 'dinh dưỡng cây', 'phân bón canxi']"
55,nutrient_deficiency_chunk_02__000055,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thiếu kali', 'họ thập tự', 'lá vàng', 'dinh dưỡng cây', 'phân bón kali']"
56,nutrient_deficiency_chunk_03__000056,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thiếu boron', 'súp lơ xanh', 'phát triển kém', 'dinh dưỡng cây', 'phân bón vi lượng']"
57,soil_root_01_chunk_01__000057,TAG_HAS_SPACE,MED,"tags có token chứa space: ['ngập nước', 'cấu trúc đất', 'tầng đế cày', 'rễ còi cọc', 'stress cây']"
58,soil_root_01_chunk_02__000058,TAG_HAS_SPACE,MED,"tags có token chứa space: ['tầng đế cày', 'rễ mọc ngang', 'stress cây', 'bệnh cây', 'phát triển rễ']"
59,soil_root_01_qa_01__000059,TAG_HAS_SPACE,MED,"tags có token chứa space: ['rễ còi cọc', 'tầng sét cứng', 'tầng đế cày', 'cấu trúc đất', 'stress cây']"
60,soil_root_01_qa_02__000060,TAG_HAS_SPACE,MED,"tags có token chứa space: ['stress cây', 'rễ còi cọc', 'vàng lá', 'héo lá', 'tầng đế cày']"
61,soil_root_01_qa_03__000061,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cải tạo đất', 'tầng đế cày', 'thoát nước', 'cấu trúc đất', 'stress cây']"
62,climate_stress_chunk_01__000062,TAG_HAS_SPACE,MED,"tags có token chứa space: ['khí hậu', 'stress cây', 'bệnh cây', 'nhiệt độ', 'ẩm ướt', 'hạn hán']"
63,climate_stress_chunk_02__000063,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nhiệt độ cao', 'độ ẩm thấp', 'hạn hán', 'stress nước', 'héo cây']"
64,climate_stress_chunk_03__000064,TAG_HAS_SPACE,MED,"tags có token chứa space: ['gió', 'mưa', 'bệnh lá', 'nấm', 'vi khuẩn', 'lan truyền bệnh']"
65,climate_stress_chunk_04__000065,TAG_HAS_SPACE,MED,"tags có token chứa space: ['đất ẩm', 'thối rễ', 'Phytophthora', 'Pythium', 'bệnh nấm']"
66,climate_stress_qa_01__000066,TAG_HAS_SPACE,MED,"tags có token chứa space: ['hạn hán', 'stress cây', 'bệnh rễ', 'thối thân', 'xâm nhập bệnh']"
67,climate_stress_qa_02__000067,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bão tố', 'gió lớn', 'hư hại rễ', 'thối rễ', 'cây cà phê', 'cây vải']"
68,crop_disease_history_chunk_01__000068,TAG_HAS_SPACE,MED,"tags có token chứa space: ['lịch sử cây trồng', 'chẩn đoán bệnh', 'nguồn gốc hạt giống', 'bệnh hạt giống', 'luân canh']"
69,crop_disease_history_chunk_02__000069,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh thối rễ', 'điều kiện thời tiết', 'ẩm ướt', 'thoát nước', 'tổn thương rễ']"
70,crop_disease_history_chunk_03__000070,TAG_HAS_SPACE,MED,"tags có token chứa space: ['virus cây trồng', 'vectơ môi giới', 'lây truyền virus', 'triệu chứng bệnh', 'côn trùng truyền bệnh']"
71,crop_disease_history_chunk_04__000071,TAG_HAS_SPACE,MED,"tags có token chứa space: ['luân canh', 'bệnh cây trồng', 'Ralstonia solanacearum', 'héo xanh', 'tác nhân gây bệnh']"
72,crop_disease_history_qa_01__000072,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nguồn gốc hạt giống', 'xử lý thuốc trừ nấm', 'bệnh hạt giống', 'phòng bệnh', 'chẩn đoán']"
73,crop_disease_history_qa_02__000073,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh thối rễ', 'thời tiết nóng', 'thoát nước nhanh', 'héo cây', 'chết cây']"
74,crop_disease_history_qa_03__000074,TAG_HAS_SPACE,MED,"tags có token chứa space: ['virus cây trồng', 'vectơ môi giới', 'phát hiện virus', 'triệu chứng bệnh', 'côn trùng truyền bệnh']"
75,crop_disease_history_qa_04__000075,TAG_HAS_SPACE,MED,"tags có token chứa space: ['luân canh', 'Ralstonia solanacearum', 'bệnh héo xanh', 'phòng bệnh', 'chọn giống kháng']"
76,disease_ageratum_chunk_01__000076,TAG_HAS_SPACE,MED,"tags có token chứa space: ['cỏ cứt lợn', 'Ageratum conyzoides', 'ký chủ phụ', 'bệnh cây', 'luân canh']"
77,disease_ageratum_chunk_02__000077,TAG_HAS_SPACE,MED,"tags có token chứa space: ['ký chủ phụ', 'Ralstonia solanacearum', 'tuyến trùng Meloidogyne', 'phytoplasma', 'bọ nhảy', 'bệnh cây']"
78,disease_ageratum_qa_01__000078,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng trừ cỏ dại', 'ký chủ phụ', 'bảo tồn nguồn bệnh', 'luân canh', 'bệnh cây']"
79,disease_ageratum_qa_02__000079,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Cơ chế bệnh hại', 'ký chủ phụ', 'lây lan bệnh', 'bệnh cây', 'cỏ dại']"
80,disease_ageratum_qa_03__000080,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Quản lý cỏ dại', 'phòng trừ', 'luân canh', 'bệnh cây', 'an toàn sinh học']"
81,plant_disease_diag_chunk_01__000081,TAG_HAS_SPACE,MED,"tags có token chứa space: ['chẩn đoán bệnh', 'thu thập mẫu', 'phòng thí nghiệm', 'lây bệnh nhân tạo', 'bệnh cây']"
82,plant_disease_diag_chunk_02__000082,TAG_HAS_SPACE,MED,"tags có token chứa space: ['lây bệnh nhân tạo', 'kiểm chứng', 'tác nhân gây bệnh', 'chẩn đoán chính xác', 'bệnh cây']"
83,plant_disease_diag_qa_01__000083,TAG_HAS_SPACE,MED,"tags có token chứa space: ['thu thập mẫu', 'đồng ruộng', 'bảo quản mẫu', 'ghi chép thông tin', 'đại diện']"
84,plant_disease_diag_qa_02__000084,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng thí nghiệm', 'kiểm tra mẫu', 'phân lập vi sinh', 'xét nghiệm', 'chẩn đoán bệnh']"
85,diagnosis_process_chunk_01__000085,TAG_HAS_SPACE,MED,"tags có token chứa space: ['điều tra đồng ruộng', 'thu thập mẫu', 'giám định', 'lây bệnh nhân tạo', 'phòng trừ bệnh']"
86,diagnosis_process_chunk_02__000086,TAG_HAS_SPACE,MED,"tags có token chứa space: ['lây bệnh nhân tạo', 'quy tắc Koch', 'xác nhận bệnh', 'chẩn đoán chính xác']"
87,diagnosis_process_chunk_03__000087,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phân lập tác nhân', 'giám định hình thái', 'nuôi cấy', 'Viện Bảo vệ thực vật', 'xác nhận bệnh']"
88,phytophthora_nicotianae_qa_01__000088,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Phytophthora nicotianae', 'bệnh thối nõn dứa', 'nấm', 'cơ chế bệnh', 'điều kiện phát triển']"
89,phytophthora_nicotianae_qa_02__000089,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phân lập', 'làm thuần', 'Phytophthora nicotianae', 'lây bệnh nhân tạo', 'chẩn đoán bệnh']"
90,phytophthora_thoi_non_dua_qa_01__000090,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Chẩn đoán bệnh', 'Nấm', 'Phytophthora nicotianae', 'Thối nõn dứa', 'Kỹ thuật phòng thí nghiệm']"
91,gừng_heo_qa_01__000091,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Bệnh cây trồng', 'Gừng', 'Vi khuẩn', 'Nấm Fusarium', 'Điều tra bệnh']"
92,phytophthora_thoi_non_dua_chunk_01__000092,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Chẩn đoán bệnh', 'Phân lập nấm', 'Phytophthora nicotianae', 'Thí nghiệm phòng lab']"
93,gừng_heo_chunk_01__000093,TAG_HAS_SPACE,MED,"tags có token chứa space: ['triệu chứng bệnh héo nhanh trên gừng', 'dấu hiệu héo chậm gừng', 'phân biệt héo nhanh và héo chậm trên gừng']"
94,ginger_wilt_chunk_01__000094,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh héo', 'gừng', 'vi khuẩn', 'nấm Fusarium', 'phức hợp bệnh']"
95,ginger_wilt_chunk_02__000095,TAG_HAS_SPACE,MED,"tags có token chứa space: ['lấy mẫu', 'chuẩn bị mẫu', 'bệnh héo', 'gừng', 'phòng thí nghiệm']"
96,ginger_wilt_qa_01__000096,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bệnh héo', 'thiệt hại', 'gừng', 'vi khuẩn', 'nấm Fusarium']"
97,ginger_wilt_qa_02__000097,TAG_HAS_SPACE,MED,"tags có token chứa space: ['khi nào lấy mẫu', 'điều tra bệnh', 'bệnh héo', 'gừng', 'phân tích mẫu']"
98,ginger_wilt_qa_03__000098,TAG_HAS_SPACE,MED,"tags có token chứa space: ['lưu ý lấy mẫu', 'bảo quản mẫu', 'bệnh héo', 'gừng', 'phòng thí nghiệm']"
99,ginger_pathogen_isolation_chunk_01__000099,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Phòng thí nghiệm', 'Phân lập vi sinh vật', 'Củ gừng', 'Khử trùng', 'Môi trường cấy', 'Vi khuẩn', 'Nấm']"
100,ginger_pathogen_isolation_chunk_02__000100,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Phân lập vi sinh vật', 'Fusarium oxysporum', 'Ralstonia solanacearum', 'Kết quả chẩn đoán', 'Củ gừng', 'Bệnh cây trồng']"
101,ginger_pathogen_isolation_qa_01__000101,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Khử trùng', 'Mẫu cấy', 'Vi sinh vật', 'Củ gừng', 'Phòng thí nghiệm']"
102,ginger_pathogen_isolation_qa_02__000102,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Môi trường cấy', ""King's B"", 'Vi khuẩn', 'Phân lập', 'Củ gừng']"
103,ginger_pathogen_isolation_qa_03__000103,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Đất ướt', 'Phân lập vi sinh vật', 'Củ gừng', 'Vi khuẩn không gây bệnh']"
104,ginger_pathogen_isolation_qa_04__000104,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Chẩn đoán nhanh', 'Ralstonia solanacearum', 'Bộ Kít Pocket Diagnostic', 'Vi khuẩn', 'Củ gừng']"
105,rs_ginger_diagnosis_chunk_01__000105,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Ralstonia solanacearum', 'cà chua', 'ớt', 'chẩn đoán', 'bệnh héo vi khuẩn']"
106,rs_ginger_diagnosis_chunk_02__000106,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phân lập vi khuẩn', ""King's B"", 'mướp đắng', 'Ralstonia solanacearum', 'giám định']"
107,fusarium_ginger_chunk_01__000107,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Fusarium oxysporum', 'lây bệnh nhân tạo', 'bệnh héo Fusarium', 'gừng', 'quy tắc Koch']"
108,rs_ginger_diversity_chunk_01__000108,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Ralstonia solanacearum', 'giám định', 'đa dạng chủng', 'luân canh', 'phòng bệnh']"
109,nematode_giám_định_chunk_01__000109,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Meloidogyne', 'tuyến trùng nốt sưng', 'giám định', 'phòng trừ', 'dịch hại']"
110,rs_ginger_management_chunk_01__000110,TAG_HAS_SPACE,MED,"tags có token chứa space: ['gừng sạch bệnh', 'phòng bệnh', 'Ralstonia solanacearum', 'Fusarium oxysporum', 'vệ sinh', 'luân canh']"
111,plant_disease_diag_chunk_01__000111,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'quan sát', 'triệu chứng', 'chẩn đoán']"
112,plant_disease_diag_chunk_02__000112,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'tác nhân gây bệnh', 'triệu chứng', 'khó khăn']"
113,plant_disease_diag_chunk_03__000113,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'triệu chứng', 'mô cây', 'chức năng sinh lý']"
114,plant_disease_diag_chunk_04__000114,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'ghi chép', 'nhật ký đồng ruộng', 'ảnh bệnh']"
115,plant_disease_diag_qa_01__000115,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'quan sát', 'bộ phận cây', 'triệu chứng']"
116,plant_disease_diag_qa_02__000116,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'ghi chép', 'chụp ảnh', 'theo dõi bệnh']"
117,plant_disease_diag_qa_03__000117,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'ghi chép', 'quan sát', 'lưu ý']"
118,plant_disease_diag_qa_04__000118,TAG_HAS_SPACE,MED,"tags có token chứa space: ['trồng', 'bệnh cây', 'cơ chế bệnh', 'mô cây', 'chức năng sinh lý']"
119,symptom_disease_chunk_01__000119,TAG_HAS_SPACE,MED,"tags có token chứa space: ['triệu chứng không điển hình', 'héo', 'ngả vàng', 'còi cọc', 'tác nhân gây bệnh', 'rễ cây']"
120,symptom_disease_chunk_02__000120,TAG_HAS_SPACE,MED,"tags có token chứa space: ['kiểm tra cây', 'rễ cây', 'héo', 'còi cọc', 'nguyên nhân bệnh', 'tác nhân gây bệnh']"
121,symptom_pathogen_chunk_01__000121,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nấm', 'vi khuẩn', 'virút', 'tuyến trùng', 'héo', 'còi cọc', 'cơ chế bệnh']"
122,symptom_pathogen_chunk_02__000122,TAG_HAS_SPACE,MED,"tags có token chứa space: ['tuyến trùng', 'sưng rễ', 'nốt sưng', 'Meloidogyne spp.', 'Plasmodiophora brassicae', 'phân biệt bệnh']"
123,symptom_legume_chunk_01__000123,TAG_HAS_SPACE,MED,"tags có token chứa space: ['họ đậu', 'nốt sần', 'Rhizobium spp.', 'cố định đạm', 'rễ cây', 'lợi ích nốt sần']"
124,diagnosis_chunk_01__000124,TAG_HAS_SPACE,MED,"tags có token chứa space: ['ghi chép', 'lịch sử cây trồng', 'chẩn đoán bệnh', 'thông tin nông dân', 'phân tích bệnh']"
125,diagnosis_chunk_02__000125,TAG_HAS_SPACE,MED,"tags có token chứa space: ['phòng thí nghiệm', 'virút', 'chuyên gia giám định', 'tuyến trùng', 'vi khuẩn', 'chẩn đoán bệnh']"
126,fungal_leaf_disease_chunk_01__000126,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nấm bệnh', 'bào tử', 'lan truyền', 'bệnh cây trồng', 'điều kiện thời tiết']"
127,fungal_leaf_disease_chunk_02__000127,TAG_HAS_SPACE,MED,"tags có token chứa space: ['kính lúp', 'kính hiển vi', 'cấu trúc bào tử', 'chẩn đoán', 'nấm bệnh']"
128,fungal_leaf_disease_chunk_03__000128,TAG_HAS_SPACE,MED,"tags có token chứa space: ['đốm vàng', 'đốm nâu', 'hoại tử', 'triệu chứng bệnh', 'nấm bệnh']"
129,fungal_leaf_disease_chunk_04__000129,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nấm hoại sinh', 'Alternaria', 'diseasealotia', 'chẩn đoán sai lệch', 'phân lập nấm']"
130,fungal_leaf_disease_qa_01__000130,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bào tử', 'lan truyền', 'nấm bệnh', 'điều kiện thời tiết', 'phát tán']"
131,fungal_leaf_disease_qa_02__000131,TAG_HAS_SPACE,MED,"tags có token chứa space: ['kính hiển vi', 'kính lúp', 'quan sát nấm', 'chẩn đoán', 'bào tử']"
132,fungal_leaf_disease_qa_03__000132,TAG_HAS_SPACE,MED,"tags có token chứa space: ['đốm vàng', 'đốm nâu', 'hoại tử', 'triệu chứng bệnh', 'phân biệt đốm']"
133,fungal_leaf_disease_qa_04__000133,TAG_HAS_SPACE,MED,"tags có token chứa space: ['nấm hoại sinh', 'chẩn đoán sai', 'phân lập nấm', 'Alternaria', 'diseasealotia']"
134,fungal_spore_formation_chunk_01__000134,TAG_HAS_SPACE,MED,"tags có token chứa space: ['bào tử vô tính', 'cành bào tử phân sinh', 'sợi nấm', 'mô bệnh']"
135,fungal_spore_formation_chunk_02__000135,TAG_HAS_SPACE,MED,"tags có token chứa space: ['Stemphylium', 'Botrytis', 'Aspergillus', 'Penicillium', 'Bipolaris', 'Alternaria', 'Cercospora', 'bào tử vô tính']"
136,fungal_spore_formation_chunk_03__000136,TAG_HAS_SPACE,MED,"tags có token chứa space: ['quả cành', 'bào tử vô tính', 'Septoria', 'Diaporthe', 'Didymella', 'Ascochyta', 'Phoma']"
