id,question,answer,category,tags,alt_questions_v2
shina_18sl_chunk_01,"Shina 18SL là thuốc bảo vệ thực vật có thành phần và công dụng như thế nào?","Shina 18SL chứa hoạt chất Glufosinate amonium 200g/l (18% w/w), được đóng gói với các quy cách 100ml, 450ml, 900ml và 4.5L. Đây là thuốc trừ cỏ không chọn lọc, có tác dụng nội hấp và cháy chậm, dùng để diệt trừ các loại cỏ dại lá rộng và lá hẹp, kể cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Thuốc được phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ chết hoàn toàn. Sản phẩm nổi bật với khả năng diệt cỏ không chọn lọc và là đối thủ cạnh tranh lớn của BMC trên thị trường Glufosinate tại Việt Nam.","thuoc_co","shina_18sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh","Shina 18SL có thành phần gì và công dụng ra sao? | Thuốc Shina 18SL dùng để trừ loại cỏ nào? | Shina 18SL có đặc điểm nổi bật gì? | Quy cách đóng gói của Shina 18SL là gì?"
shina_18sl_chunk_02,"Shina 18SL dùng để trừ loại cỏ nào và có những ưu điểm gì?","Shina 18SL được sử dụng để trừ các loại cỏ dại không chọn lọc, bao gồm cả cỏ lá rộng và lá hẹp, đặc biệt hiệu quả với các loại cỏ khó trị và đã kháng Glyphosate như cỏ mần trầu và cỏ tranh. Thuốc có cơ chế nội hấp và tác dụng cháy chậm, giúp diệt cỏ hiệu quả sau 6-7 ngày phun. Ưu điểm nổi bật của Shina 18SL là khả năng diệt cỏ không chọn lọc, phù hợp với nhiều loại cây trồng cần kiểm soát cỏ dại triệt để.","thuoc_co","shina_18sl|thuoc_co|co_kho_tri|co_khang_glyphosate|co_man_trau|co_tranh","Shina 18SL có thể trừ được những loại cỏ nào? | Ưu điểm của Shina 18SL trong việc trừ cỏ là gì? | Shina 18SL có hiệu quả với cỏ kháng Glyphosate không?"
shina_18sl_qa_01,"Shina 18SL được sử dụng như thế nào để đạt hiệu quả diệt cỏ tốt nhất?","Để đạt hiệu quả diệt cỏ tốt nhất, Shina 18SL cần được phun ướt đẫm từ gốc đến ngọn của cây cỏ dại. Sau khi phun, lá cỏ sẽ bắt đầu vàng sau khoảng 3 ngày và cỏ sẽ chết hoàn toàn sau 6-7 ngày. Nên phun thuốc khi cỏ đang phát triển tốt để thuốc thẩm thấu và phát huy tác dụng nội hấp hiệu quả.","thuoc_co","shina_18sl|huong_dan_su_dung|phun_thuoc|diệt_cỏ","Cách sử dụng Shina 18SL để diệt cỏ hiệu quả? | Làm sao để phun Shina 18SL đúng cách? | Thời gian thuốc phát huy tác dụng sau khi phun là bao lâu?"
shina_18sl_qa_02,"Có những lưu ý quan trọng nào khi sử dụng Shina 18SL?","Khi sử dụng Shina 18SL, cần lưu ý đây là thuốc trừ cỏ không chọn lọc nên không được phun lên cây trồng vì có thể gây hại. Nên phun thuốc khi cỏ đang phát triển tốt để đạt hiệu quả tối ưu. Tránh phun thuốc trong điều kiện mưa hoặc gió mạnh để tránh thuốc bị trôi hoặc bay sang cây trồng khác. Ngoài ra, cần bảo hộ lao động đầy đủ khi phun thuốc để đảm bảo an toàn sức khỏe.","thuoc_co","shina_18sl|luu_y|an_toan|thuoc_tru_co|bao_ho_laodong","Những lưu ý khi dùng Shina 18SL là gì? | Có cần bảo hộ khi phun Shina 18SL không? | Có thể phun Shina 18SL lên cây trồng không? | Điều kiện thời tiết nào phù hợp để phun Shina 18SL?"
faquatrio_20sl_vua_l_a_ch_y_chunk_01,"Faquatrio 20SL (Vua lửa cháy) là thuốc gì và có thành phần hoạt chất nào?","Faquatrio 20SL (Vua lửa cháy) là thuốc bảo vệ thực vật chứa hoạt chất Diquat dibromide với nồng độ 200g/l. Sản phẩm được đóng gói dưới các quy cách như 100ml, 450ml, 900ml và 4.5l tùy theo nhà phân phối như Delta, BMC và Phúc Thịnh.","thuoc_co","faquatrio_20sl|diquat_dibromide|thuoc_co|diet_co_la_rong|diet_co_khong_chon_loc","Faquatrio 20SL là thuốc gì|Thành phần hoạt chất của Faquatrio 20SL là gì|Faquatrio 20SL có chứa hoạt chất nào"
faquatrio_20sl_vua_l_a_ch_y_chunk_02,"Faquatrio 20SL dùng để diệt loại cỏ nào và có hiệu quả ra sao?","Faquatrio 20SL có công dụng diệt cỏ cháy nhanh, đặc biệt hiệu quả với các loại cỏ lá rộng. Thuốc diệt cỏ không chọn lọc, tác dụng cháy cỏ sau 24 giờ. Tuy nhiên, thuốc không diệt tốt thân cỏ, nên các loại cỏ lá hẹp, đặc biệt nhóm cỏ đa niên, dễ hồi lại sau khi phun.","thuoc_co","faquatrio_20sl|diet_co|co_la_rong|co_la_hep|diet_co_khong_chon_loc","Faquatrio 20SL diệt loại cỏ nào hiệu quả nhất|Hiệu quả của Faquatrio 20SL trên cỏ lá rộng và lá hẹp|Faquatrio 20SL có diệt được cỏ thân không"
faquatrio_20sl_vua_l_a_ch_y_qa_01,"Faquatrio 20SL có thể dùng cho những cây trồng nào?","Faquatrio 20SL chủ yếu dùng để diệt cỏ dại trong các vùng trồng trọt, không phân biệt cây trồng cụ thể vì thuốc diệt cỏ không chọn lọc. Cần lưu ý không phun trực tiếp lên cây trồng để tránh gây hại.","thuoc_co","faquatrio_20sl|diet_co|thuoc_co|khong_chon_loc|bao_ve_cay_trong","Faquatrio 20SL dùng cho cây gì|Faquatrio 20SL có an toàn cho cây trồng không|Có thể phun Faquatrio 20SL lên cây trồng không"
faquatrio_20sl_vua_l_a_ch_y_qa_02,"Liều lượng và cách dùng Faquatrio 20SL như thế nào?","Liều lượng và cách dùng Faquatrio 20SL tùy thuộc vào mức độ cỏ dại và diện tích cần xử lý. Thuốc được pha theo hướng dẫn trên nhãn, phun đều lên vùng có cỏ dại cần diệt. Nên phun khi cỏ còn non để đạt hiệu quả cao nhất. Không phun khi cây trồng đang trong giai đoạn nhạy cảm hoặc có mưa lớn.","thuoc_co","faquatrio_20sl|lieu_luong|cach_dung|diet_co|phun_thuoc","Cách dùng Faquatrio 20SL|Liều lượng phun Faquatrio 20SL|Hướng dẫn sử dụng Faquatrio 20SL"
faquatrio_20sl_vua_l_a_ch_y_qa_03,"Những lưu ý quan trọng khi sử dụng Faquatrio 20SL là gì?","Khi sử dụng Faquatrio 20SL cần lưu ý không phun trực tiếp lên cây trồng vì thuốc diệt cỏ không chọn lọc có thể gây hại. Thuốc không diệt tốt thân cỏ lá hẹp nên cần kết hợp biện pháp khác nếu có nhóm cỏ này. Tránh phun khi trời mưa hoặc gió lớn để thuốc không bị trôi hoặc bay sang vùng khác. Bảo quản nơi khô ráo, tránh ánh nắng trực tiếp.","thuoc_co","faquatrio_20sl|luu_y|an_toan|bao_quan|diet_co_khong_chon_loc","Lưu ý khi dùng Faquatrio 20SL|Cần chú ý gì khi phun Faquatrio 20SL|An toàn khi sử dụng Faquatrio 20SL"
kenbast_15sl_khai_hoang_q7_chunk_01,"Kenbast 15SL (Khai hoang Q7) là thuốc gì và có công dụng ra sao?","Kenbast 15SL (Khai hoang Q7) là thuốc bảo vệ thực vật chứa hoạt chất Glufosinate amonium với nồng độ 150g/l. Sản phẩm được đóng gói với nhiều quy cách như 100ml, 450ml, 800ml, 900ml, 1L, 4.5L và 5L. Thuốc có tác dụng trừ cỏ không chọn lọc, nội hấp, cháy chậm, hiệu quả trên nhiều loại cỏ dại lá rộng và lá hẹp, kể cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Khi phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá cỏ bắt đầu vàng và sau 6-7 ngày cỏ chết hoàn toàn. Đây là thuốc diệt cỏ không chọn lọc rất hiệu quả trong việc kiểm soát cỏ dại khó trị.","thuoc_co","kenbast_15sl|glufosinate_ammonium|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh","Kenbast 15SL dùng để làm gì? | Thuốc Kenbast 15SL có công dụng gì? | Kenbast 15SL diệt được loại cỏ nào? | Thuốc Kenbast 15SL có đặc điểm gì nổi bật?"
kenbast_15sl_khai_hoang_q7_chunk_02,"Kenbast 15SL (Khai hoang Q7) được sử dụng như thế nào và có lưu ý gì khi dùng?","Kenbast 15SL được sử dụng bằng cách phun ướt đẫm từ gốc đến ngọn các loại cỏ cần diệt. Thuốc có tác dụng nội hấp, cháy chậm, sau 3 ngày lá cỏ bắt đầu vàng và 6-7 ngày cỏ chết hoàn toàn. Cần lưu ý đây là thuốc diệt cỏ không chọn lọc, do đó không phun lên cây trồng vì có thể gây hại. Sản phẩm phù hợp để trừ các loại cỏ dại lá rộng và lá hẹp, đặc biệt hiệu quả với cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh.","thuoc_co","kenbast_15sl|huong_dan_su_dung|luu_y|thuoc_co_khong_chon_loc|co_khang_glyphosate","Cách sử dụng Kenbast 15SL như thế nào? | Có cần lưu ý gì khi dùng Kenbast 15SL? | Kenbast 15SL có phun được trên cây trồng không? | Liều lượng phun Kenbast 15SL ra sao?"
kenbast_15sl_khai_hoang_q7_qa_01,"Kenbast 15SL có hoạt chất gì và nồng độ bao nhiêu?","Kenbast 15SL chứa hoạt chất Glufosinate amonium với nồng độ 150g/l, là thuốc diệt cỏ không chọn lọc có tác dụng nội hấp và cháy chậm.","thuoc_co","kenbast_15sl|glufosinate_ammonium|hoat_chat|thuoc_co","Hoạt chất chính của Kenbast 15SL là gì? | Nồng độ hoạt chất trong Kenbast 15SL bao nhiêu? | Kenbast 15SL chứa hoạt chất gì?"
kenbast_15sl_khai_hoang_q7_qa_02,"Kenbast 15SL dùng để trừ loại cỏ nào?","Kenbast 15SL có khả năng trừ nhiều loại cỏ dại lá rộng và lá hẹp khác nhau, bao gồm cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu và cỏ tranh, rất hiệu quả trong việc kiểm soát cỏ khó trị.","thuoc_co","kenbast_15sl|co_khang_glyphosate|co_man_trau|co_tranh|thuoc_co","Kenbast 15SL diệt được loại cỏ nào? | Thuốc Kenbast 15SL có hiệu quả với cỏ mần trầu không? | Kenbast 15SL có trừ được cỏ tranh không?"
kenbast_15sl_khai_hoang_q7_qa_03,"Có thể phun Kenbast 15SL trên cây trồng được không?","Kenbast 15SL là thuốc diệt cỏ không chọn lọc, do đó không được phun lên cây trồng vì có thể gây hại và làm chết cây trồng.","thuoc_co","kenbast_15sl|thuoc_co_khong_chon_loc|khong_phun_cho_cay_trong|luu_y","Kenbast 15SL có phun được trên cây trồng không? | Có lưu ý gì khi dùng Kenbast 15SL trên cây trồng? | Thuốc Kenbast 15SL có an toàn cho cây trồng không?"
kenbast_15sl_vua_ch_y_khai_hoang_malaysia_chunk_01,"Kenbast 15SL (Vua cháy khai hoang Malaysia) là thuốc gì và có thành phần hoạt chất nào?","Kenbast 15SL (Vua cháy khai hoang Malaysia) là thuốc bảo vệ thực vật có hoạt chất chính là Glufosinate amonium với nồng độ 150g/l. Sản phẩm được đóng gói dưới dạng chai 900ml và can 4.5L, do công ty Tỷ Phúc Thịnh sản xuất và phân phối.","thuoc_co","kenbast_15sl|glufosinate_ammonium|thuoc_co|thuoc_bao_ve_thuc_vat|ty_phuc_thinh","Kenbast 15SL là thuốc gì? | Thuốc Kenbast 15SL có thành phần hoạt chất nào? | Kenbast 15SL của công ty nào sản xuất? | Quy cách đóng gói của Kenbast 15SL là gì?"
kenbast_15sl_vua_ch_y_khai_hoang_malaysia_chunk_02,"Kenbast 15SL dùng để trừ loại cỏ nào và có đặc điểm gì nổi bật?","Kenbast 15SL là thuốc trừ cỏ không chọn lọc, có tác dụng nội hấp và cháy chậm, dùng để diệt trừ các loại cỏ dại lá rộng và lá hẹp khác nhau, bao gồm cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Thuốc phun ướt đẫm từ gốc đến ngọn, sau 3 ngày lá bắt đầu vàng và 6-7 ngày sau cỏ sẽ chết hoàn toàn. Đặc điểm nổi bật của sản phẩm là khả năng diệt cỏ không chọn lọc hiệu quả.","thuoc_co","kenbast_15sl|thuoc_co_khong_chon_loc|co_man_trau|co_tranh|glufosinate_ammonium","Kenbast 15SL trừ được loại cỏ nào? | Thuốc Kenbast 15SL có đặc điểm gì nổi bật? | Kenbast 15SL có diệt được cỏ kháng Glyphosate không? | Thời gian tác dụng của Kenbast 15SL là bao lâu?"
kenbast_15sl_vua_ch_y_khai_hoang_malaysia_qa_01,"Kenbast 15SL nên được sử dụng như thế nào để đạt hiệu quả tốt nhất?","Kenbast 15SL cần được phun ướt đẫm từ gốc đến ngọn của cây cỏ cần diệt để thuốc thấm sâu và phát huy tác dụng nội hấp. Sau khi phun, lá cỏ sẽ bắt đầu vàng sau khoảng 3 ngày và cỏ sẽ chết hoàn toàn sau 6-7 ngày. Nên lưu ý không phun thuốc lên cây trồng vì đây là thuốc trừ cỏ không chọn lọc.","thuoc_co","kenbast_15sl|huong_dan_su_dung|thuoc_co_khong_chon_loc|glufosinate_ammonium","Cách sử dụng Kenbast 15SL hiệu quả? | Kenbast 15SL phun như thế nào? | Có cần phun ướt đẫm khi dùng Kenbast 15SL không?"
kenbast_15sl_vua_ch_y_khai_hoang_malaysia_qa_02,"Kenbast 15SL có lưu ý gì khi sử dụng trên cây trồng?","Kenbast 15SL là thuốc trừ cỏ không chọn lọc nên không được phun lên cây trồng vì có thể gây chết cây. Chỉ nên phun trên các vùng đất cần diệt cỏ dại, tránh phun thuốc khi có gió mạnh để hạn chế thuốc bay sang cây trồng lân cận.","thuoc_co","kenbast_15sl|luu_y_su_dung|thuoc_co_khong_chon_loc|glufosinate_ammonium","Lưu ý khi dùng Kenbast 15SL trên cây trồng? | Có được phun Kenbast 15SL lên cây trồng không? | Cách tránh thuốc bay sang cây trồng khi dùng Kenbast 15SL?"
kenbast_15sl_vua_ch_y_khai_hoang_malaysia_qa_03,"Kenbast 15SL có thể trừ được những loại cỏ khó trị nào?","Kenbast 15SL có khả năng trừ được các loại cỏ khó trị như cỏ mần trầu, cỏ tranh và các loại cỏ đã kháng thuốc Glyphosate nhờ cơ chế nội hấp và cháy chậm, giúp diệt trừ hiệu quả các loại cỏ dại lá rộng và lá hẹp.","thuoc_co","kenbast_15sl|co_kho_tri|co_khang_glyphosate|glufosinate_ammonium","Kenbast 15SL trừ được cỏ nào khó trị? | Thuốc Kenbast 15SL có diệt được cỏ kháng Glyphosate không? | Các loại cỏ nào Kenbast 15SL xử lý hiệu quả?"
bpsaco_500ec_tr_m_c_m_u_gold_chunk_01,"Sản phẩm Bpsaco 500EC (Trùm cỏ mầu Gold) có thành phần và công dụng chính là gì?","Bpsaco 500EC (Trùm cỏ mầu Gold) chứa hoạt chất Acetochlor với nồng độ 500g/l. Sản phẩm được đóng gói dưới dạng chai 100ml và 450ml. Công dụng chính là trừ cỏ tiền nảy mầm, dùng trong giai đoạn từ 2 ngày trước khi trồng đến 3 ngày sau khi trồng. Đặc trị các loại cỏ lá rộng và lá hẹp trên cây khoai mì, đậu phộng (lạc), bắp (ngô), hành, tỏi và các rau màu khác. Đây là thuốc trừ cỏ hiệu quả giúp bảo vệ cây trồng giai đoạn đầu phát triển.","thuoc_co","acetochlor|thuoc_co|tru_co_tien_nay_mam|khoai_mi|dau_phong|bap|hanh|toi","Bpsaco 500EC dùng để làm gì? | Thành phần chính của Bpsaco 500EC là gì? | Bpsaco 500EC có công dụng như thế nào? | Sản phẩm Bpsaco 500EC dùng cho cây trồng nào?"
bpsaco_500ec_tr_m_c_m_u_gold_chunk_02,"Cách sử dụng và lưu ý khi dùng thuốc Bpsaco 500EC (Trùm cỏ mầu Gold) như thế nào?","Bpsaco 500EC được sử dụng để phun trừ cỏ tiền nảy mầm trong giai đoạn từ 2 ngày trước khi trồng đến 3 ngày sau khi trồng cây. Liều lượng và cách pha thuốc cần tuân thủ theo hướng dẫn trên nhãn sản phẩm để đạt hiệu quả tốt nhất. Không phun thuốc khi cây trồng đã phát triển vượt quá giai đoạn cho phép để tránh gây hại. Sản phẩm phù hợp cho các cây khoai mì, đậu phộng, bắp, hành, tỏi và các loại rau màu khác. Cần lưu ý bảo hộ lao động khi sử dụng và tránh phun thuốc vào thời điểm có gió mạnh hoặc trời mưa.","thuoc_co","thuoc_co|tru_co|acetochlor|khoai_mi|dau_phong|bap|hanh|toi","Cách dùng Bpsaco 500EC như thế nào? | Khi nào nên phun Bpsaco 500EC? | Những lưu ý khi sử dụng Bpsaco 500EC là gì? | Có thể phun Bpsaco 500EC trên cây bắp không?"
bpsaco_500ec_tr_m_c_m_u_gold_qa_01,"Bpsaco 500EC dùng để trừ loại cỏ nào trên cây trồng?","Bpsaco 500EC đặc trị các loại cỏ tiền nảy mầm, bao gồm cỏ lá rộng và cỏ lá hẹp trên các cây khoai mì, đậu phộng (lạc), bắp (ngô), hành, tỏi và các rau màu khác.","thuoc_co","tru_co|co_la_rong|co_la_hep|khoai_mi|dau_phong|bap|hanh|toi","Bpsaco 500EC trừ cỏ gì? | Thuốc Bpsaco 500EC có tác dụng với loại cỏ nào? | Bpsaco 500EC dùng để diệt cỏ nào?"
bpsaco_500ec_tr_m_c_m_u_gold_qa_02,"Sản phẩm Bpsaco 500EC có thể sử dụng trên cây trồng nào?","Bpsaco 500EC được sử dụng trên các cây khoai mì, đậu phộng (lạc), bắp (ngô), hành, tỏi và các loại rau màu khác để trừ cỏ tiền nảy mầm hiệu quả.","thuoc_co","khoai_mi|dau_phong|bap|hanh|toi|thuoc_co","Bpsaco 500EC dùng cho cây gì? | Có thể phun Bpsaco 500EC trên cây hành không? | Bpsaco 500EC phù hợp với cây trồng nào?"
bpsaco_500ec_tr_m_c_m_u_gold_qa_03,"Liều lượng và thời điểm phun thuốc Bpsaco 500EC như thế nào để đạt hiệu quả tốt?","Bpsaco 500EC nên được phun trong giai đoạn từ 2 ngày trước khi trồng đến 3 ngày sau khi trồng cây để trừ cỏ tiền nảy mầm hiệu quả. Liều lượng pha và cách dùng cần tuân thủ theo hướng dẫn trên nhãn sản phẩm để đảm bảo an toàn và hiệu quả cao nhất.","thuoc_co","lieu_luong|thoi_diem_phun|tru_co|thuoc_co","Khi nào nên phun Bpsaco 500EC? | Liều lượng phun Bpsaco 500EC là bao nhiêu? | Cách sử dụng Bpsaco 500EC hiệu quả?"
bpsaco_500ec_tr_m_c_m_u_gold_qa_04,"Có những lưu ý an toàn nào khi sử dụng Bpsaco 500EC?","Khi sử dụng Bpsaco 500EC cần tránh phun thuốc khi cây trồng đã vượt quá giai đoạn cho phép để tránh gây hại. Cần mặc đồ bảo hộ lao động đầy đủ, tránh tiếp xúc trực tiếp với thuốc. Không phun thuốc vào thời điểm có gió mạnh hoặc trời mưa để tránh thuốc bị bay hoặc rửa trôi, giảm hiệu quả. Bảo quản thuốc nơi khô ráo, thoáng mát, tránh xa tầm tay trẻ em.","thuoc_co","luu_y|bao_ho|an_toan|thuoc_co|phun_thuoc|acetochlor","Những lưu ý khi dùng Bpsaco 500EC là gì? | Cách bảo hộ khi sử dụng Bpsaco 500EC? | Có nên phun Bpsaco 500EC khi trời mưa? | An toàn khi dùng Bpsaco 500EC như thế nào?"
yosky_10sl_khai_hoang_g63_chunk_01,"Yosky 10SL (Khai hoang G63) là thuốc gì và có công dụng ra sao?","Yosky 10SL (Khai hoang G63) là thuốc bảo vệ thực vật chứa hoạt chất Glufosinate P với nồng độ 10% w/w (tương đương 109g/l), được đóng gói dạng chai 800ml. Thuốc có tác dụng trừ cỏ không chọn lọc, nội hấp, cháy chậm, diệt trừ các loại cỏ dại lá rộng và lá hẹp, bao gồm cả các loại cỏ đã kháng Glyphosate như cỏ mần trầu, cỏ tranh. Sau khi phun ướt đẫm từ gốc đến ngọn, lá cỏ bắt đầu vàng sau 3 ngày và chết hoàn toàn sau 6-7 ngày. Đây là sản phẩm thế hệ sau của Glufosinate với hiệu lực cao hơn 1.5-2 lần so với Glufosinate thường.","thuoc_co","glufosinate_p|thuoc_co|co_khang_glyphosate|co_man_trau|co_tranh|thuoc_tru_co","Yosky 10SL dùng để làm gì? | Thuốc Yosky 10SL có công dụng gì? | Yosky 10SL trừ được loại cỏ nào? | Thuốc Yosky 10SL chứa hoạt chất gì?"
