id,question,answer,category,tags,alt_questions_v2
gorop_500ec_chunk_02,"Gorop 500EC dùng để trừ cỏ như thế nào và trên cây trồng nào?","Gorop 500EC dùng để trừ cỏ tiền nảy mầm, đặc trị các loại cỏ lá rộng và lá hẹp trên cây khoai mì, đậu phộng (lạc), bắp (ngô), hành, tỏi và các rau màu khác. Thuốc được phun trong giai đoạn từ 2 ngày trước khi trồng đến 3 ngày sau khi trồng để đạt hiệu quả cao nhất trong việc kiểm soát cỏ dại.","thuoc_co","thuoc_co|truc_co|co_la_rong|co_la_hep|khoai_mi|dau_phong|bap|hanh|toi","Gorop 500EC trừ cỏ cho cây nào? | Cách dùng Gorop 500EC để diệt cỏ như thế nào? | Gorop 500EC có tác dụng trên loại cỏ nào? | Thời điểm phun Gorop 500EC hiệu quả nhất là khi nào?"
gorop_500ec_qa_01,"Gorop 500EC có hoạt chất gì và nồng độ bao nhiêu?","Gorop 500EC chứa hoạt chất Acetochlor với nồng độ 500g/l, là hoạt chất chuyên dùng để trừ cỏ tiền nảy mầm và các loại cỏ lá rộng, lá hẹp trên nhiều loại cây trồng.","thuoc_co","acetochlor_500g_l|thuoc_co|gorop_500ec","Hoạt chất chính của Gorop 500EC là gì? | Nồng độ hoạt chất Acetochlor trong Gorop 500EC là bao nhiêu? | Gorop 500EC chứa hoạt chất gì?"
gorop_500ec_qa_02,"Gorop 500EC được bán với quy cách như thế nào?","Gorop 500EC được đóng gói và bán tại Agrishop với các quy cách phổ biến là chai 100ml và chai 450ml, thuận tiện cho người dùng lựa chọn theo nhu cầu sử dụng.","thuoc_co","quy_cach|gorop_500ec|thuoc_co","Gorop 500EC có những quy cách đóng gói nào? | Sản phẩm Gorop 500EC bán ở đâu và với dung tích bao nhiêu? | Quy cách đóng gói của Gorop 500EC là gì?"
gorop_500ec_qa_03,"Khi sử dụng Gorop 500EC cần lưu ý gì về thời điểm phun thuốc?","Khi sử dụng Gorop 500EC, cần phun thuốc trong giai đoạn từ 2 ngày trước khi trồng đến 3 ngày sau khi trồng để thuốc phát huy hiệu quả trừ cỏ tiền nảy mầm tốt nhất. Không nên phun ngoài khoảng thời gian này để tránh ảnh hưởng đến cây trồng và giảm hiệu quả diệt cỏ.","thuoc_co","luu_y|thoi_diem_phun|gorop_500ec|thuoc_co","Khi nào nên phun Gorop 500EC để đạt hiệu quả cao? | Lưu ý quan trọng khi dùng Gorop 500EC là gì? | Thời điểm phun thuốc Gorop 500EC phù hợp là khi nào?"
dktazole_480sl_vamco_chunk_01,"Dktazole 480SL (Vamco) là thuốc gì và có công dụng ra sao?","Dktazole 480SL (Vamco) chứa hoạt chất Bentazone 480g/l, được đóng gói tại Agrishop với các quy cách 100ml và 240ml. Thuốc dùng để trừ cỏ chọn lọc, đặc biệt là cỏ dại lá rộng và nhóm cỏ lác-năng trên ruộng lúa và đậu tương. Sản phẩm hiệu quả khi phun hậu nảy mầm, trong giai đoạn 8-30 ngày sau sạ, giúp bảo vệ cây trồng khỏi cỏ dại phát triển. Thuốc cần được phun bằng béc phun sương, phủ đều mặt ruộng đã được cày bừa, trục sạch cỏ vụ trước, san phẳng và không để nước đọng vũng.","thuoc_co","dktazole_480sl|thuoc_co|co_la_rong|co_lac_nang|lua|dau_tuong","Dktazole 480SL (Vamco) là thuốc gì? | Thuốc Dktazole 480SL có công dụng gì? | Dktazole 480SL dùng để trừ loại cỏ nào? | Thuốc Dktazole 480SL dùng cho cây trồng nào?"
dktazole_480sl_vamco_chunk_02,"Cách sử dụng và lưu ý khi dùng Dktazole 480SL (Vamco) như thế nào?","Trước khi phun Dktazole 480SL (Vamco), ruộng cần được cày bừa, trục sạch cỏ vụ trước và san phẳng mặt ruộng, đảm bảo không có nước đọng vũng. Thuốc được phun bằng béc phun sương để phủ đều mặt ruộng. Thời điểm phun hiệu quả là sau khi sạ 8-30 ngày, đặc biệt trên ruộng lúa khi cây từ 4-5 lá trở lên (khoảng 12-15 ngày sau sạ). Không phun thuốc khi ruộng còn đọng nước hoặc cây trồng chưa đủ giai đoạn phát triển quy định để tránh gây hại cho cây.","huong_dan_su_dung","dktazole_480sl|huong_dan|luu_y|phun_thuoc|lua|dau_tuong","Cách sử dụng Dktazole 480SL (Vamco) như thế nào? | Những lưu ý khi dùng Dktazole 480SL là gì? | Khi nào nên phun Dktazole 480SL trên ruộng lúa? | Có cần chuẩn bị gì trước khi phun thuốc không?"
dktazole_480sl_vamco_qa_01,"Dktazole 480SL (Vamco) dùng để trừ loại cỏ nào trên cây lúa và đậu tương?","Dktazole 480SL (Vamco) chuyên dùng để trừ cỏ chọn lọc, đặc biệt hiệu quả với nhóm cỏ lá rộng và nhóm cỏ lác-năng trên ruộng lúa và đậu tương. Thuốc giúp kiểm soát cỏ dại phát triển trong giai đoạn 8-30 ngày sau khi sạ, bảo vệ cây trồng phát triển khỏe mạnh.","thuoc_co","dktazole_480sl|co_la_rong|co_lac_nang|lua|dau_tuong","Dktazole 480SL trừ cỏ gì trên lúa? | Thuốc có diệt được cỏ lá rộng không? | Dktazole 480SL có hiệu quả với cỏ lác-năng không?"
dktazole_480sl_vamco_qa_02,"Có thể phun Dktazole 480SL (Vamco) trên ruộng lúa khi nào là thích hợp nhất?","Thời điểm phun Dktazole 480SL (Vamco) thích hợp nhất là từ 8 đến 30 ngày sau khi sạ, đặc biệt khi cây lúa đã phát triển từ 4-5 lá trở lên (khoảng 12-15 ngày sau sạ). Phun thuốc đúng giai đoạn giúp thuốc phát huy hiệu quả trừ cỏ tốt nhất và hạn chế ảnh hưởng đến cây lúa.","thuoc_co","dktazole_480sl|lua|thoi_diem_phun|phun_thuoc|co_dai","Khi nào nên phun Dktazole 480SL trên lúa? | Thời điểm phun thuốc Dktazole 480SL là gì? | Có thể phun thuốc khi lúa còn nhỏ không?"
dktazole_480sl_vamco_qa_03,"Những lưu ý quan trọng khi sử dụng Dktazole 480SL (Vamco) trên ruộng lúa và đậu tương là gì?","Khi sử dụng Dktazole 480SL (Vamco), cần đảm bảo ruộng đã được cày bừa, trục sạch cỏ vụ trước và san phẳng mặt ruộng, tránh để nước đọng vũng. Phun thuốc bằng béc phun sương để thuốc phủ đều mặt ruộng. Không phun thuốc khi cây trồng chưa đạt giai đoạn từ 4-5 lá trở lên hoặc khi ruộng còn đọng nước để tránh gây hại cho cây. Thực hiện đúng liều lượng và thời điểm phun để đạt hiệu quả tối ưu.","luu_y","dktazole_480sl|luu_y|phun_thuoc|lua|dau_tuong|an_toan","Những lưu ý khi dùng Dktazole 480SL là gì? | Cần chuẩn bị gì trước khi phun thuốc? | Có hạn chế gì khi phun Dktazole 480SL không?"
amesip_80wp_voi_r_ng_chunk_01,"Amesip 80WP (Voi rừng) là thuốc bảo vệ thực vật có đặc điểm gì?","Amesip 80WP (Voi rừng) là thuốc trừ cỏ chọn lọc chứa hoạt chất Ametryn 80% w/w, được đóng gói dạng bột 1kg. Sản phẩm dùng chủ yếu để trừ cỏ lá rộng trên ruộng mía trong giai đoạn tiền nảy mầm và hậu nảy mầm sớm. Thuốc cần phun đều, tránh phun trực tiếp vào ngọn mía để không gây hại cây. Sản phẩm ít dùng cho bắp vì có thể gây ngộ độc lá, trắng lá. Có thể pha trộn với Glufosinate để trừ cỏ trên vườn cây ăn trái hiệu quả.","thuoc_co","amesip_80wp|ametryn_80|thuoc_co|co_la_rong|ruong_mia","Thuốc Amesip 80WP dùng để làm gì? | Thành phần và công dụng của Amesip 80WP là gì? | Amesip 80WP có thể dùng cho cây nào? | Lưu ý khi sử dụng Amesip 80WP là gì?"
amesip_80wp_voi_r_ng_chunk_02,"Cách sử dụng và lưu ý khi dùng thuốc Amesip 80WP trên ruộng mía?","Amesip 80WP được sử dụng để trừ cỏ lá rộng trên ruộng mía, phun thuốc đều trên diện tích cần xử lý, tránh phun trực tiếp vào ngọn mía để không làm hại cây. Thuốc dùng trong giai đoạn tiền nảy mầm và hậu nảy mầm sớm của cỏ. Không nên dùng cho cây bắp vì dễ gây ngộ độc lá, trắng lá. Có thể kết hợp với Glufosinate để tăng hiệu quả trừ cỏ trên vườn cây ăn trái.","thuoc_co","amesip_80wp|huong_dan_su_dung|luu_y|ruong_mia|co_la_rong","Cách phun thuốc Amesip 80WP trên ruộng mía như thế nào? | Những lưu ý khi dùng Amesip 80WP là gì? | Có thể dùng Amesip 80WP cho cây bắp không? | Khi nào nên phun thuốc Amesip 80WP?"
amesip_80wp_voi_r_ng_qa_01,"Amesip 80WP có hoạt chất chính là gì và nồng độ bao nhiêu?","Hoạt chất chính của Amesip 80WP là Ametryn với nồng độ 80% w/w.","thuoc_co","amesip_80wp|ametryn_80|hoat_chat","Hoạt chất chính trong Amesip 80WP là gì? | Nồng độ hoạt chất Ametryn trong Amesip 80WP là bao nhiêu?"
amesip_80wp_voi_r_ng_qa_02,"Amesip 80WP dùng để trừ loại cỏ nào và trên cây trồng nào?","Amesip 80WP dùng để trừ cỏ lá rộng trên ruộng mía, đặc biệt hiệu quả trong giai đoạn tiền nảy mầm và hậu nảy mầm sớm của cỏ.","thuoc_co","amesip_80wp|co_la_rong|ruong_mia|thuoc_co","Amesip 80WP trừ cỏ gì? | Thuốc Amesip 80WP dùng cho cây nào? | Cỏ nào bị diệt bởi Amesip 80WP?"
amesip_80wp_voi_r_ng_qa_03,"Có thể dùng Amesip 80WP cho cây bắp không?","Không nên dùng Amesip 80WP cho cây bắp vì thuốc có thể gây ngộ độc lá, trắng lá trên cây bắp.","thuoc_co","amesip_80wp|luu_y|cay_bap|ngo_doc_la","Amesip 80WP có an toàn cho cây bắp không? | Có thể phun Amesip 80WP trên bắp không? | Lưu ý khi dùng Amesip 80WP cho cây bắp?"
amesip_80wp_voi_r_ng_qa_04,"Có thể pha trộn Amesip 80WP với thuốc nào để tăng hiệu quả trừ cỏ?","Amesip 80WP có thể pha cùng với thuốc chứa Glufosinate để tăng hiệu quả trừ cỏ trên vườn cây ăn trái.","thuoc_co","amesip_80wp|glufosinate|pha_tron|thuoc_co|vuon_cay_an_tra","Có thể trộn Amesip 80WP với thuốc nào? | Pha trộn Amesip 80WP với Glufosinate có tác dụng gì? | Thuốc nào kết hợp tốt với Amesip 80WP?"
modusa_960ec_vua_c_chunk_01,"Modusa 960EC là thuốc gì và có công dụng như thế nào?","Modusa 960EC là thuốc trừ cỏ chứa hoạt chất S-Metolachlor với nồng độ 960g/l, được sản xuất bởi công ty Tỷ Phúc Thịnh. Sản phẩm được đóng gói dưới dạng chai 100ml và 450ml, dùng để diệt mầm và đặc trị cỏ lá rộng, lá hẹp trên các cây trồng như khoai mì (sắn), đậu phộng (lạc), mía, bắp (ngô), đậu tương (đậu nành). Thuốc phun trước hoặc ngay sau khi gieo trồng trên đất ẩm, khi cỏ chưa mọc hoặc còn nhỏ dưới một lá rưỡi. Đặc biệt, với cây ngô, nên phun trước khi giao 3-4 ngày. Modusa 960EC là thế hệ sau của Acetochlor, có khả năng trừ cỏ mầm tốt hơn và an toàn với cây trồng. Sản phẩm cạnh tranh với Dual Gold của Syngenta và đang có thị phần lớn tại Việt Nam.","thuoc_co","modusa_960ec|thuoc_co|s_metolachlor|khoai_mi|dau_phong|mia|bap|dau_tuong","Modusa 960EC dùng để làm gì? | Thuốc Modusa 960EC có công dụng gì? | Modusa 960EC trừ cỏ cho cây nào? | Thành phần chính của Modusa 960EC là gì?"
modusa_960ec_vua_c_chunk_02,"Cách sử dụng và lưu ý khi dùng Modusa 960EC như thế nào?","Modusa 960EC được sử dụng bằng cách phun trực tiếp lên đất trước hoặc ngay sau khi gieo trồng trên đất ẩm. Nên phun khi cỏ chưa mọc hoặc cỏ còn nhỏ dưới một lá rưỡi để đạt hiệu quả cao nhất. Đối với cây ngô (bắp), thuốc nên được phun trước khi cây giao 3-4 ngày để tránh ảnh hưởng. Thuốc an toàn với cây trồng và có hiệu quả trừ cỏ mầm tốt hơn so với Acetochlor. Không phun thuốc khi cỏ đã lớn hoặc khi cây trồng đã phát triển quá giai đoạn đầu.","huong_dan_su_dung","huong_dan|luu_y|phun_truoc_gieo_trong|dat_am|tranh_phun_khi_co_lon|an_toan_cho_cay_trong","Cách dùng Modusa 960EC hiệu quả? | Khi nào nên phun Modusa 960EC? | Những lưu ý khi sử dụng Modusa 960EC? | Có nên phun Modusa 960EC khi cỏ đã lớn không?"
modusa_960ec_vua_c_qa_01,"Modusa 960EC dùng cho cây trồng nào?","Modusa 960EC dùng để trừ cỏ trên các cây khoai mì (sắn), đậu phộng (lạc), mía, bắp (ngô), và đậu tương (đậu nành).","thuoc_co","khoai_mi|dau_phong|mia|bap|dau_tuong","Modusa 960EC dùng cho cây gì? | Thuốc Modusa 960EC áp dụng cho cây nào? | Modusa 960EC có thể dùng trên cây ngô không?"
modusa_960ec_vua_c_qa_02,"Liều lượng và quy cách bán của Modusa 960EC như thế nào?","Modusa 960EC được bán với quy cách chai 100ml và 450ml. Liều lượng sử dụng cụ thể tùy thuộc vào hướng dẫn trên bao bì và tình trạng cỏ, thường phun trên đất ẩm trước hoặc ngay sau khi gieo trồng, khi cỏ còn nhỏ dưới một lá rưỡi.","thuoc_co","quy_cach|lieu_luong|phun_truoc_gieo_trong|dat_am","Modusa 960EC bán ở đâu và liều dùng ra sao? | Quy cách đóng gói của Modusa 960EC? | Cách sử dụng Modusa 960EC đúng liều lượng?"
modusa_960ec_vua_c_qa_03,"Có những lưu ý an toàn nào khi sử dụng Modusa 960EC?","Khi sử dụng Modusa 960EC cần phun trước hoặc ngay sau khi gieo trồng trên đất ẩm, tránh phun khi cỏ đã mọc lớn hoặc cây trồng đã phát triển quá giai đoạn đầu. Đặc biệt với cây ngô, nên phun trước khi giao 3-4 ngày để tránh ảnh hưởng đến cây. Thuốc an toàn với cây trồng nếu sử dụng đúng hướng dẫn.","luu_y","luu_y|an_toan|phun_truoc_gieo_trong|tranh_phun_khi_co_lon|bap","Những lưu ý khi dùng Modusa 960EC? | Có an toàn khi phun Modusa 960EC không? | Khi nào không nên phun Modusa 960EC?"
modusa_960ec_gold_tr_c_m_u_chunk_01,"Modusa 960EC Gold là thuốc gì và có công dụng như thế nào?","Modusa 960EC Gold là thuốc trừ cỏ mầu chứa hoạt chất S-Metolachlor với nồng độ 960g/l. Sản phẩm được đóng gói tại Agrishop với quy cách 100ml và 450ml. Thuốc có công dụng diệt mầm, đặc trị các loại cỏ lá rộng và lá hẹp trên cây khoai mì (sắn), đậu phộng (lạc), mía, bắp (ngô), và đậu tương (đậu nành).","thuoc_co","modusa_960ec_gold|thuoc_co|s_metolachlor|co_la_rong|co_la_hep|khoai_mi|dau_phong|mia|bap|dau_tuong","Modusa 960EC Gold là thuốc trừ cỏ gì? | Thuốc Modusa 960EC Gold dùng để làm gì? | Công dụng của Modusa 960EC Gold là gì?"
modusa_960ec_gold_tr_c_m_u_chunk_02,"Cách sử dụng và lưu ý khi dùng Modusa 960EC Gold như thế nào?","Modusa 960EC Gold nên được phun trước hoặc ngay sau khi gieo trồng trên đất ẩm. Thuốc hiệu quả khi phun khi cỏ chưa mọc hoặc cỏ còn nhỏ dưới một lá rưỡi. Đặc biệt với cây ngô (bắp), nên phun trước khi cây giao 3-4 ngày để đạt hiệu quả tốt nhất. Không nên phun khi cỏ đã lớn hoặc cây trồng đã phát triển vượt giai đoạn này.","thuoc_co","modusa_960ec_gold|huong_dan_su_dung|luu_y|phun_truoc_gieo_trong|dat_om|co_nho","Cách dùng Modusa 960EC Gold như thế nào? | Khi nào nên phun Modusa 960EC Gold? | Những lưu ý khi sử dụng Modusa 960EC Gold là gì?"
modusa_960ec_gold_tr_c_m_u_qa_01,"Modusa 960EC Gold dùng cho cây trồng nào?","Modusa 960EC Gold được sử dụng để trừ cỏ trên các cây khoai mì (sắn), đậu phộng (lạc), mía, bắp (ngô), và đậu tương (đậu nành). Thuốc đặc trị các loại cỏ lá rộng và lá hẹp trên các cây trồng này.","thuoc_co","modusa_960ec_gold|cay_trong|thuoc_co|khoai_mi|dau_phong|mia|bap|dau_tuong","Modusa 960EC Gold dùng cho cây gì? | Thuốc Modusa 960EC Gold áp dụng cho cây nào? | Các cây trồng phù hợp với Modusa 960EC Gold là gì?"
modusa_960ec_gold_tr_c_m_u_qa_02,"Liều lượng và thời điểm phun Modusa 960EC Gold như thế nào?","Modusa 960EC Gold nên được phun trên đất ẩm trước hoặc ngay sau khi gieo trồng. Liều lượng cụ thể tùy theo hướng dẫn trên bao bì sản phẩm. Phun khi cỏ chưa mọc hoặc còn nhỏ dưới một lá rưỡi để đạt hiệu quả cao. Với cây ngô (bắp), nên phun trước khi cây giao 3-4 ngày.","thuoc_co","modusa_960ec_gold|lieu_luong|thoi_diem_phun|dat_om|co_nho|bap","Khi nào nên phun Modusa 960EC Gold? | Liều lượng phun Modusa 960EC Gold ra sao? | Thời điểm phun thuốc Modusa 960EC Gold là khi nào?"
modusa_960ec_gold_tr_c_m_u_qa_03,"Có những lưu ý quan trọng nào khi sử dụng Modusa 960EC Gold?","Khi sử dụng Modusa 960EC Gold cần phun trên đất ẩm, trước hoặc ngay sau khi gieo trồng. Không phun khi cỏ đã lớn hoặc cây trồng đã phát triển vượt giai đoạn cỏ nhỏ dưới một lá rưỡi. Đặc biệt với cây ngô (bắp), nên phun trước khi cây giao 3-4 ngày để tránh ảnh hưởng đến cây trồng và đạt hiệu quả trừ cỏ tốt nhất.","thuoc_co","modusa_960ec_gold|luu_y|an_toan|phun_truoc_gieo_trong|co_nho|bap","Những lưu ý khi dùng Modusa 960EC Gold là gì? | Cần chú ý gì khi phun Modusa 960EC Gold? | An toàn khi sử dụng Modusa 960EC Gold như thế nào?"
